SKU,Description,Qty,Trade,RRP
FD178G1370,HH SINTERED COMPOUND,20+,34.7,56.95
FD179G1054,SEMI-METALLIC COMPOUND RIGHT SIDE ONLY,20+,28.56,47.95
FD179G1370,HH SINTERED COMPOUND RIGHT SIDE ONLY,17,34.7,56.95
FD186G1054,SEMI-METALLIC COMPOUND,14,28.56,47.95
FD193G1054,SEMI-METALLIC COMPOUND,8,28.56,47.95
FD196G1054,SEMI-METALLIC COMPOUND,6,24.17,39.95
FD198G1370,HH SINTERED COMPOUND,10,34.7,56.95
FD204G1054,SEMI-METALLIC COMPOUND,19,28.56,47.95
FD204G1396,HH SINTERED COMPOUND,14,29.83,51.95
FD205G1054,SEMI-METALLIC COMPOUND,20+,28.56,47.95
FD205G1380,HH SINTERED COMPOUND,20+,30.42,51.95
FD207G1054,SEMI-METALLIC COMPOUND,20+,28.56,47.95
FD207G1370,HH SINTERED COMPOUND,11,34.7,56.95
FD214G1371,HH SINTERED COMPOUND,5,29.83,51.95
FD218G1054,SEMI-METALLIC COMPOUND,10,28.56,47.95
FD219G1054,SEMI-METALLIC COMPOUND,20+,21.55,39.95
FD219G1370,HH SINTERED CERAMIC COMPOUND,10,34.7,56.95
FD220G1380,HH SINTERED COMPOUND,20+,24.53,45.95
FD223G1054,SEMI-METALLIC COMPOUND,20+,18.76,34.95
FD223G1395,TRIALS SINTERED COMPOUND (FRONT),20,29.83,51.95
FD230G1054,SEMI-METALLIC COMPOUND,20,21.09,34.95
FD230G1532,KEVLAR COMPOUND,7,34.37,56.95
FD254G1054,SEMI-METALLIC COMPOUND,5,21.12,34.95
FD254G1396,HH SINTERED COMPOUND,5,31.7,56.95
FD262G1054,SEMI-METALLIC COMPOUND,6,26.33,45.95
FD262G1370,HH SINTERED COMPOUND,20+,55.09,90.95
FD265G1054,SEMI-METALLIC COMPOUND,9,28.56,47.95
FD265G1396,HH SINTERED COMPOUND,18,29.83,51.95
FD266G1054,SEMI-METALLIC COMPOUND,15,21.81,39.95
FD266G1375,HH SINTERED CERAMIC COMPOUND,13,38.15,68.95
FD267G1054,SEMI-METALLIC COMPOUND,8,28.56,47.95
FD267G1371,HH SINTERED COMPOUND,10,29.83,51.95
FD271G1370,HH SINTERED COMPOUND,8,34.7,56.95
FD272G1370,HH SINTERED COMPOUND,10,34.7,56.95
FD278G1054,SEMI-METALLIC COMPOUND,20+,28.56,47.95
FD278G1396,HH SINTERED COMPOUND,20+,29.83,51.95
FD286G1054,SEMI-METALLIC COMPOUND,20+,28.56,47.95
FD286G1396,HH SINTERED COMPOUND,20+,29.83,51.95
FD290G1054,SEMI-METALLIC COMPOUND,14,37.56,62.95
FD291G1054,SEMI-METALLIC COMPOUND,8,19.94,34.95
FD291G1396,HH SINTERED COMPOUND,20+,29.83,51.95
FD295G1054,SEMI-METALLIC COMPOUND,10,23.14,39.95
FD298G1370,HH SINTERED COMPOUND,20+,29.83,51.95
FD299G1054,SEMI-METALLIC COMPOUND,3,18.56,34.95
FD325G1054,SEMI-METALLIC COMPOUND,20+,22.3,39.95
FD325G1370,HH SINTERED COMPOUND,12,34.7,56.95
FD325G1375,HH SINTERED CERAMIC COMPOUND,1,38.15,68.95
FD326G1054,SEMI-METALLIC COMPOUND,20+,22.3,39.95
FD326G1370,HH SINTERED COMPOUND,12,34.7,56.95
FD326G1375,HH SINTERED CERAMIC COMPOUND,2,49.88,83.95
FD329G1054,SEMI-METALLIC COMPOUND,17,22.94,39.95
FD331G1054,SEMI-METALLIC COMPOUND,16,24.4,45.95
FD331G1375,HH SINTERED CERAMIC COMPOUND,8,24.4,45.95
FD339G1370,HH SINTERED COMPOUND,16,34.7,56.95
FD340G1371,HH SINTERED COMPOUND,14,29.83,51.95
FD344G1054,SEMI-METALLIC COMPOUND,4,24.81,45.95
FD344G1380,HH SINTERED COMPOUND,10,36.37,62.95
FD359G1054,SEMI-METALLIC COMPOUND,10,22.09,39.95
FD359G1371,HH SINTERED COMPOUND,10,29.83,51.95
FD362G1054,SEMI-METALLIC COMPOUND,0.0,23.03,39.95
FD363G1054,SEMI-METALLIC COMPOUND,17,21.09,34.95
FD363G1371,HH SINTERED COMPOUND,18,29.83,51.95
FD364G1054,SEMI-METALLIC COMPOUND,20+,28.56,47.95
FD364G1396,HH SINTERED COMPOUND,20+,29.83,51.95
FD365G1375,HH SINTERED CERAMIC COMPOUND,20,65.86,101.95
FD369G1370,HH SINTERED COMPOUND,20+,34.7,56.95
FD371G1370,HH SINTERED COMPOUND,14,55.09,90.95
FD371G1375,HH SINTERED CERAMIC COMPOUND,18,65.86,101.95
FD372G1370,HH SINTERED COMPOUND,10,55.09,90.95
FD373G1375,HH SINTERED CERAMIC COMPOUND,20+,38.15,68.95
FD375G1054,SEMI-METALLIC COMPOUND,7,25.27,45.95
FD375G1370,HH SINTERED COMPOUND,18,34.7,56.95
FD405G1370,HH SINTERED COMPOUND,20+,38.59,68.95
FD406G1371,HH SINTERED COMPOUND,20+,30.32,51.95
FD428G1395,TRIALS SINTERED COMPOUND,20,29.83,51.95
FD437G1375,HH SINTERED CERAMIC COMPOUND,18,65.86,101.95
FD441G1396,HH SINTERED COMPOUND,15,29.83,51.95
FD442G1375,HH SINTERED CERAMIC COMPOUND,6,65.86,101.95
FD443G1371,HH SINTERED COMPOUND,5,29.83,51.95
FD446G1396,HH SINTERED COMPOUND,11,27.32,45.95
FD457G1054,SEMI-METALLIC COMPOUND,17,19.38,34.95
FD458G1054,SEMI-METALLIC COMPOUND,14,28.56,47.95
FD458G1396,HH SINTERED COMPOUND,7,27.32,45.95
FD475G1370,HH SINTERED TRACK COMPOUND,16,34.7,56.95
FD484G1370,HH SINTERED COMPOUND,6,34.7,56.95
FD485G1370,HH SINTERED COMPOUND,9,34.7,56.95
FD499G1370,HH SINTERED COMPOUND,4,31.82,56.95
FD500G1370,HH SINTERED COMPOUND,16,29.83,51.95
FD504G1370,HH SINTERED COMPOUND,5,41.48,62.95
FD511G1395,TRIALS SINTERED COMPOUND,20,29.83,51.95
FD512G1370,HH SINTERED COMPOUND,2,29.83,51.95
FD514G1397,HH SINTERED COMPOUND,11,35.18,57.95
FD515G1397,HH SINTERED COMPOUND,11,35.18,57.95
FD532G1370,HH SINTERED COMPOUND,20+,29.83,51.95
FD545G1396,HH SINTERED COMPOUND,20+,28.41,48.95
FD545G1396R,HH SINTERED RACING OFF ROAD COMPOUND,20+,28.41,48.95
FK003D118-1,STAINLESS STEEL BRAIDED BRAKE LINE,1,63.66,101.95
FK003D118R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D187-1,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,63.66,101.95
FK003D187R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D209-1,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,63.66,101.95
FK003D304-1,CRF BRAIDED BRAKE LINE CLEAR/SILVER,0.0,63.66,101.95
FK003D304R,CRF BRAIDED BRAKE LINE CLEAR/SILVER,1,51.3,79.95
FK003D344-1,YZ250F BRAIDED BRAKE LINE BLUE/SILVER,0.0,63.66,101.95
FK003D344-CR,YZ250F BRAIDED BRAKE LINE,0.0,71.56,125.95
FK003D344CR,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,59.06,94.95
FK003D344R,STAINLESS STEEL BRAIDED BRAKE LINE,3,51.3,79.95
FK003D412-1,BRAIDED BRAKE LINE CLEAR/SILVER,3,63.66,101.95
FK003D412R,BRAIDED BRAKE LINE CLEAR/SILVER,2,51.3,79.95
FK003D413R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D427-1,STAINLESS STEEL BRAIDED BRAKE LINE,3,63.66,101.95
FK003D429-1,STAINLESS STEEL BRAIDED BRAKE LINE,7,63.66,101.95
FK003D429R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D477-1,KXF BRAIDED BRAKE LINE SILVER,0.0,63.66,101.95
FK003D512,YZF 600 R6 FRONT LINES 06-16,6,95.42,167.95
FK003D622-1,YZ250F BRAIDED BRAKE LINE BLUE/SILVER,0.0,63.66,101.95
FK003D622R,YZ250F BRAIDED BRAKE LINE BLUE/SILVER,0.0,51.3,79.95
FK003D627-1,STAINLESS STEEL BRAIDED BRAKE LINE,3,63.35,87.95
FK003D630R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D650R,STAINLESS STEEL BRAIDED BRAKE LINE,2,51.3,79.95
FK003D761-1,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,63.66,101.95
FK003D761R,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,51.3,79.95
FK003D778-1,STAINLESS STEEL BRAIDED BRAKE LINE,2,63.66,101.95
FK003D778R,STAINLESS STEEL BRAIDED BRAKE LINE,1,51.3,79.95
FK003D83-1,STAINLESS STEEL BRAIDED BRAKE LINE,0.0,63.66,101.95
FK003D833-R,BRAIDED BRAKE LINE RM125 1992,0.0,51.3,79.95
FK003D83R,STAINLESS STEEL BRAIDED BRAKE LINE,2,51.3,79.95
FK003D893-1,STAINLESS STEEL BRAIDED BRAKE LINE,1,63.66,104.95
FK003D893R,STAINLESS STEEL BRAIDED BRAKE LINE,1,51.3,83.95
FK003D912R,CRF BRAIDED BRAKE LINE RED/SILVER,3,51.3,79.95
FK003D921-1,STAINLESS STEEL BRAIDED BRAKE LINE,6,63.66,101.95
FK003D933-1,BRAIDED BRAKE LINE YELLOW/SILVER,3,63.66,101.95
FK003D933-R,BRAIDED BRAKE LINE YELLOW/SILVER,3,51.3,79.95
KG082W,GALFER HONDA CRF250/450 15-2023,1,268.7,384.23
KG200W,GALFER KAWASAKI ROTOR 250/450F 06-14,0.0,178.45,293.95
KG301W,GALFER YAM YZF / SUZ RMZ,0.0,178.45,293.95
KG349W,GALFER SUZUKI RMZ250 07-19/450 05-19,1,268.7,384.23
KITOS10,OVERSIZE FLOATING ROTOR KIT,4,366.26,608.95
KITOS12,OVERSIZE FLOATING ROTOR KIT,1,366.26,608.95
KITOS212,OVERSIZE SOLID MOUNT ROTOR KIT,4,178.45,293.95
KITOS22,OVERSIZE FLOATING ROTOR KIT,1,450.1,745.95
KITOS231,OVERSIZE SOLID MOUNT ROTOR KIT,0.0,178.45,293.95
KITOS241,OVERSIZE SOLID MOUNT ROTOR KIT,0.0,178.45,293.95
KITOS261,OVERSIZE SOLID MOUNT ROTOR KIT,1,178.45,293.95
KITOS29,OVERSIZE FLOATING ROTOR KIT,1,450.1,745.95
KITOS30,OVERSIZE FLOATING ROTOR KIT,1,450.1,745.95
KITOS32,OVERSIZE FLOATING ROTOR KIT,1,450.1,745.95
KITOS331,OVERSIZE SOLID MOUNT ROTOR KIT,2,178.45,293.95
KITOS4,OVERSIZE FLOATING ROTOR KIT,1,366.26,608.95
KITOS50,OVERSIZE 320MM FLOATING ROTOR KIT,3,404.16,556.95
KITOS51,OVERSIZE 320MM FLOATING ROTOR KIT,3,404.16,556.95
KITOS6,OVERSIZE FLOATING ROTOR KIT,2,366.26,608.95
KITOS70,OVERSIZE FLOATING SUPERLIGHT ROTOR KIT,1,544.77,902.95
KITOS71,OVERSIZE FLOATING SUPERLIGHT ROTOR KIT,2,544.77,902.95
KITOS74,OVERSIZE FLOATING SUPERLIGHT ROTOR KIT,2,544.77,902.95
KITOS78,OVERSIZE FLOATING SUPERLIGHT ROTOR KIT,2,544.77,902.95
KITOS79,OVERSIZE FLOATING SUPERLIGHT ROTOR KIT,2,544.77,902.95
KITOS8,OVERSIZE FLOATING ROTOR KIT,2,366.26,608.95
KITOS881,OVERSIZE 280MM SOLID MOUNT ROTOR KIT,2,293.95,461.95
KITOS9,OVERSIZE FLOATING ROTOR KIT,1,366.26,608.95
KITOS904,OVERSIZE SOLID MOUNT ROTOR KIT,0.0,178.45,293.95
KITOS905,OVERSIZE SOLID MOUNT ROTOR KIT,0.0,304.45,456.95
SB002,CALIPER ADAPTER,1,10.45,19.95
SP001,RELOCATION BRACKET 270MM,0.0,105.63,146.95
SP003,RELOCATION BRACKET 270MM,1,105.63,146.95
SP004,RELOCATION BRACKET 270MM,2,96.97,173.95
SP005,RELOCATION BRACKET 270MM,0.0,105.63,146.95
SP021,RELOCATION BRACKET 270MM,2,96.97,173.95
SP023,RELOCATION BRACKET 270MM,1,96.97,173.95
SP041,RELOCATION BRACKET 270MM,3,105.63,146.95
SP045,RELOCATION BRACKET 270MM,2,105.63,146.95
SP049,RELOCATION BRACKET 250MM,1,105.63,146.95
SP050,RELOCATION BRACKET,2,105.63,146.95
SP051,RELOCATION BRACKET,2,105.63,146.95
SP054,RELOCATION BRACKET 280MM,2,105.63,146.95
SP055,RELOCATION BRACKET 280MM,4,105.63,146.95
SP056,RELOCATION BRACKET 280MM,2,80.8,115.95
SP057,RELOCATION BRACKET 280MM,1,105.63,146.95
SP058,RELOCATION BRACKET 280MM,4,105.63,146.95
SP059,RELOCATION BRACKET 270MM,3,105.63,146.95
SP060,RELOCATION BRACKET 280MM,2,105.63,146.95
SP794,RELOCATION BRACKET,2,105.63,146.95
E11027,H.D. Titanium Retainer. All 1440.,14,23.35,32.11
E11054,HONDA. CRF-450. Titanium Exh. Retainer,0.0,21.41,29.39
E11055,HONDA.CRF-450.Titanium Intake Retainer,3,21.41,29.39
E11067,HARLEY V ROD  Titanium Retainer,20+,33.65,57.38
E11071,Honda. CRF-250.Titanium Retainer.  each,20+,23.06,34.97
E11072,Honda. CRF-250.Titanium Retainer. each.,20+,23.06,34.5
E11090,YAMAHA. YZF-450. Exh. Titanium Retainer,12,16.73,25.03
E11091,YAMAHA. YZF-450. Inl. Titanium Retainer,6,16.73,25.03
F0001,STAINLESS VALVE.KAWASAKI,1,31.17,42.86
F0003,KAWASAKI. Z1000J/GPZ1100 32mm,1,31.17,42.86
F0004,KAWASAKI. Z1000J/GPZ 33mm BLK,0.0,37.09,51.01
F0005,SUZUKI. GSX1100 28.5mm INLET,0.0,32.28,44.39
F0006,SUZUKI. GSX1100 31mm  INLET,0.0,29.71,44.39
F0007,SUZUKI GSX1100 24mm EXH,1,32.28,44.39
F0008,SUZUKI. GSX1100  26mm  EXH,3,29.71,44.39
F0015,KAWASAKI. Z900/1000  37.5mm IN,0.0,31.17,42.86
F0016,YAMAHA.  FJ1100/1200 26m EXH,3,31.17,42.86
F0017,YAMAHA. FJ1100/1200 30.5mm,16,31.17,42.86
F0018,KAWASAKI. GPZ900/1000 26mm EXH,7,33.63,46.24
F0020,KAWASAKI. GPZ600  '84-86,8,31.17,42.86
F0021,KAWASAKI. GPZ600  '84-86,19,31.17,42.86
F0022,SUZUKI. GSXR750/1100 24mm EX,2,33.63,46.25
F0023,SUZUKI. GSXR750/1100 25mm EX,0.0,32.28,44.39
F0024,SUZUKI. GSXR750  '90 27mm INL,0.0,32.28,44.39
F0025,SUZUKI. GSXR750  28.5mm  INL,0.0,109.53,150.61
F0026,1340 SHOVEL  1.950'' INL,1,30.66,42.15
F0027,HARLEY S/HEAD 1.755  EXH,2,28.33,40.74
F0036,SUZUKI. GSXR750/1100 26mm EXH,0.0,29.85,47.25
F0037,GSXR1100 1986-90 30mm INL,9,29.85,47.25
F0040,TITANIUM BLK 40 x 7 x 135,0.0,200.72,253.91
F0041,TITANIUM BLK 50 x 7 x 135,0.0,200.72,253.91
F0043,TITANIUM BLK 34mm x 5.5mm,3,148.5,163.35
F0044,"HARLEY DAVIDSON. 1.940"" In. Valve.",7,28.33,40.74
F0046,HARLEY EVOL 1.900''  INL,5,33.63,46.24
F0047,S/S BLANK. 34 x 5.5 x 135. INLET.,0.0,34.3,49.35
F0054,SUZUKI  GSXR750 1990 30mm INLET,5,29.85,47.25
F0055,SUZUKI  GSXR1100 W/C 26mm EXH,0.0,33.63,46.24
F0056,Titanium Blank. 50mm x 7mm x 145mm,3,135,206.7
F0060,BLANK 40 x 6 x 110mm,1,34.3,49.35
F0061,BLANK 34 x 6 x 110mm,0.0,33.98,48.9
F0062,34 x 4.5 x 110mm BLANK,1,34.3,49.35
F0063,26 x 4.5 x 110mm  BLANK,2,33.98,48.9
F0063A,YAMAHA. YZ-250F. Exh. Valve. 26mm,8,53.26,79.09
F0064,26.5 x 4 x 110  BLANK,10,33.98,48.9
F0064A,YAMAHA. YZ-250F.Outer Inl. Valve.26.5mm,0.0,53.26,79.09
F0064B,YAMAHA. YZ-250F.Centre Inl. Valve 26.5mm,20+,53.26,79.09
F0065,BLANK 36 x 5 x 135mm,0.0,33.98,48.9
F0067,BLANK 30mm x 5mm x 135m,5,65.13,89.56
F0068,SUZUKI. INL.  31.5 x 5.5 x 85.9mm,20+,29.85,47.25
F0092,CBR600  '91-97 25.5mm INL,20,29.85,42.94
F0094,CBR600  '91-97  22mm  EXH,20,29.85,42.94
F0103,GSXR750  '91-92 27mm INL,1,29.85,47.25
F0105,GSXR1100  '91-92 28.5m IN,11,29.85,47.25
F0107,GSXR1100 W/C '93-97 27m EX,5,29.85,47.25
F0108,GSXR1100 W/C '93-97 31m IN,5,29.85,47.25
F0109,FZR600 '89-95 24mm  INL,0.0,29.85,47.25
F0110,FZR600 '89-95  21mm  EXH,6,29.85,47.25
F0111,FZR1000 '89-95 23.5m INL,0.0,49.76,68.42
F0112,FZR1000 '89-95 23.55m INCT,0.0,49.76,68.42
F0114,FZR1000  '89-95 25m EXH,9,49.76,68.42
F0120,GSXR750  '93-95 28mm INL,18,29.85,47.25
F0121,GSXR750  '93-95 25mm EXH,10,29.85,47.25
F0127,HONDA. XR-250R.'96-99.23.5mm. EXHAUST.,0.0,29.85,42.94
F0128,HONDA. XR-250R.'96-99.24.5mm. EXHAUST.,9,29.85,42.94
F0129,HONDA. XR-250R.'96-99.28.5mm. INLET,0.0,33.63,46.24
F0131,HONDA. XR-400R.'96-99.29mm. EXHAUST.,7,29.85,42.94
F0133,HONDA. TRX-400EX.  33mm INL. VALVE.,0.0,33.63,46.24
F0135,HONDA. 31x6.55x104.31. EXHAUST VALVE.,0.0,29.85,42.94
F0136,HONDA. 32x6.55x104.31. EXHAUST VALVE.,8,29.85,42.94
F0137,HONDA. 36x6.57x105.69.  VALVE,0.0,33.63,46.24
F0139,KAWASAKI. ZX9R '98-99 26mm EXH93.03mm,14,29.85,47.25
F0141,KAWASAKI. ZX9R'98-99 30mm INL 92.44mm,6,29.85,47.25
F0144,HARLEY EVOL. 1.850''  INL,0.0,33.63,46.24
F0145,"HARLEY DAVIDSON.1.615"" Exh.  Valve",0.0,33.63,46.24
F0146,HARLEY EVOL. 2.000''  INLET.,6,28.33,40.74
F0151,SUZUKI. GSXR-1300. EXH. 27.5mm.,20+,29.85,47.25
F0152,SUZUKI. GSXR-1300. EXH. 28.5mm.,0.0,29.85,47.25
F0154,SUZUKI. GSXR-1300. INL. 34mm.,6,29.85,47.25
F0155,YAMAHA. YZF-600.R6. 99-00.Exh Valve,7,29.85,42.94
F0157,YAMAHA. YZF-600. R6.99-00. Inlet Valve.,18,29.85,42.94
F0165,YAMAHA. YZF-400.S/S.  EXH. VALVE,2,29.85,42.94
F0167,YAMAHA. YZF-400.S/S.  INL. VALVE,7,29.85,42.94
F0169,YAMAHA. YZF-400.S/S.  INL. VALVE,5,29.85,42.94
F0174,BLANK 42 x 5.97 x 145mm,4,25.4,34.9
F0181,YAMAHA. YFM-660.Inlet.Valve 30mm,6,34.3,49.35
F0182,YAMAHA. YFM-660.Exhaust Valve. 32mm.,16,34.3,49.35
F0183,26.5 x 4 x 110  BLANK,2,33.98,48.9
F0185,YAMAHA. YFM-660.31mm Inlet Valve,12,33.63,46.24
F0186,YAMAHA. YFM-660.33mm Exhaust Valve,10,33.63,46.24
F0195,CBR900RR '92-97 28.5mm INL,12,29.85,42.94
F0196,CBR900RR  '92-97 24.mm EX,20,29.85,42.94
F0197,KAWASAKI . ZX9R  '94-96 30mm IN,12,29.85,47.25
F0198,KAWASAKI . ZX9R '94-96 26mm EXH,3,29.85,47.25
F0200,KAWASAKI . ZX10  '88-90 27m EXH,1,71.89,106.75
F0201,ZZR1100  '90-97  28mm  EXH,0.0,29.85,47.25
F0202,ZZR1100   '90-97  32.5mm  INL,0.0,29.85,47.25
F0205,GSXR1100  '91-92 29.5m IN,7,29.85,47.25
F0206,GSXR1100  '91-92 25.9m EX,2,33.63,46.24
F0207,GSXR1100 W/C '93-97 28m EX,8,29.85,47.25
F0208,GSXR1100 W/C '93-97 32m IN,2,29.85,47.25
F0209,"HARLEY VRSCA V ROD 40""",0.0,28.9,41.59
F0210,"HARLEY VRSCA V ROD 34.4""",5,28.9,41.59
F0211,"HARLEY VRSCA V ROD 41""",1,28.9,41.59
F0212,"HARLEY VRSCA V ROD 35.4""",3,28.9,41.59
F0216,SUZUKI. DRZ-400.37mm. Inlet Valve.,1,29.85,42.94
F0217,SUZUKI. DRZ-400. Exh. 29mm. Valve.,17,33.63,46.24
F0218,SUZUKI. DRZ-400. Exh. 30mm. Valve.,4,29.85,42.94
F0222,KAWASAKI ZX6R 28mm  INL,4,29.85,47.25
F0223,KAWASAKI ZX6R 23.6mm EX,0.0,29.85,47.25
F0231,S/S BLANK. 30 x 5.5 x 135. EXHAUST.,1,33.98,48.9
F0233,S/S BLANK. 34 x 5.5 x 135. INLET.,0.0,34.3,49.35
F0248,HONDA. CRF-450R. 36mm INLET VALVE,0.0,29.85,42.94
F0249,SUZUKI. TRL-1000.33mm Exhaust Valve,4,29.85,47.25
F0250,SUZUKI. TRL-1000.40mm Inlet Valve,0.0,29.85,47.25
F0251,HARLEY EVOL. 1.625''  EXH.,4,28.33,40.74
F0252,HARLEY EVOL. 2.000''  INLET.,10,28.33,40.74
F0253,BLANK 42 x5.5x135mm,1,37.09,51.01
F0273,SUZUKI. GSXR-1000.01-02. 24mm Exh. Valve,12,29.85,47.25
F0275,HARLEY EVOL. 1.615''  EXH.,7,28.33,40.74
F0285,"HARLEY DAVIDSON. 1.625"". Exh. Valve.",3,28.33,40.74
F0293,BLANK  46mm x 5.97mm x 145mm,4,33.98,49.35
F0299,HONDA. CRF-450R. 32mm EXHAUST VALVE,13,29.85,42.94
F0300,"BUELL.  2002-03.1.810"" Inlet Valve",0.0,28.33,40.74
F0301,"BUELL. XB-9. 2002-03.1.840"" Inlet Valve",8,28.33,40.74
F0303,"BUELL.  2002-03.1.615"" Exhaust Valve",3,28.33,40.74
F0308,HONDA. CRF-450. S/STEEL EXH. VALVE,7,29.85,42.94
F0311,"HARLEY XL 883 1.590""",6,28.9,41.59
F0312,"HARLEY XL 883 1.350""",5,56.42,81.19
F0317,HARLEY EVOL. 2.000''  INLET.,1,28.33,40.74
F0318,1340 SHOVEL  1.615'' INL,8,28.9,41.59
F0319,"HARLEY DAVIDSON. 1.800"".Inl. Valve.",4,28.9,41.59
F0320,HARLEY TWIN  1.900''  INL,0.0,28.9,41.59
F0323,HONDA. XR-500R.  35.00mm.,0.0,33.63,46.24
F0329,HONDA. CRF-250R.  26mm EXH. VALVE,11,29.85,42.94
F0330,HONDA. CRF-250R. 27m EXH. VALVE,20+,29.85,42.94
F0331,HONDA. CRF-250R. 31.1 mm INLET VALVE,1,29.85,42.94
F0332,HONDA. CRF-250R. 32.1mm INLET VALVE,20+,29.85,42.94
F0333,KAWASAKI/SUZUKI. KXF/RMF-250 S/S EXH,1,29.85,42.94
F0334,KAWASAKI/SUZUKI. KXF/RMF-250 S/S EXH,20+,29.85,42.94
F0335,KAWASAKI/SUZUKI. KXF/RMF-250 S/S INL,8,33.63,46.24
F0336,KAWASAKI/SUZUKI. KXF/RMF-250 S/S INL,14,29.85,42.94
F0338,BLANK 32.1mm  x 4.98mm  x  135mm,16,34.3,49.35
F0345,FERREA. 33mm x 135mm  S/Alloy V/Blank,0.0,45.22,67.15
F0350,YAMAHA. YZF-450. 28mm. Exh. Valve.,2,29.85,47.25
F0351,YAMAHA. YZF-450. 27mm. Inl. Valve.,9,29.85,47.25
F0357,HONDA. CRF-250R.26 mm EXH. VALVE 2010,13,29.85,42.94
F0359,HONDA. CRF-450R.30mm EXH. VALVE 07-08.,14,29.85,42.94
F0380,SUZ. GSX-R1000. 2005-08. 31mm Inlet..,0.0,59.36,78.35
F0403,TITANIUM BLK 35mm x 4.98mm x 135mm,20+,135.56,192.39
F0409,HONDA. CRF-450. INLET. TITANIUM VALVE,13,135.56,192.39
F0410,HONDA. CRF-450. INLET. TITANIUM VALVE,6,135.56,192.39
F0424,TITANIUM BLK 34mm x 5.5mm,20+,119.95,131.94
F0430,TITANIUM BLK 26mm x 4.46mm x 100mm,10,135.56,192.39
F0502,"HARLEY DAVIDSON. 1.900"". In. Valve.",12,28.33,40.74
F0503,"HARLEY DAVIDSON. 1.944"". In. Valve.",6,28.33,40.74
F0505,"HARLEY DAVIDSON. Evo.1.750"" Exh. Valve.",20+,33.98,48.9
F0506,"HARLEY DAVIDSON. EVO. 1.956"". Inl. Valve",19,28.33,40.74
F0507,HARLEY TWIN '  EXH,9,28.9,41.59
F1168P,"CHEVY. S/B.Inl. 2.100"" x 5/16"" Valve",0.0,23.75,32.6
F1248P,"MERCURY. QC4V. Intake. 5/16"". 1.900""",0.0,96.05,126.79
F1287P,"MERCURY. QC4V. Intake. 5/16"". 1.900""",0.0,83.77,105.96
F1370,TITANIUM BLK 50 x 8 x 145,3,148.5,163.35
F1372,TITANIUM BLK 40 x 8 x 145,1,148.5,163.35
F1450P,Ford 4.6 32V 37mm Inlet Valve,13,35.44,48.74
F1451P,Ford 4.6 32V 30mm Exhaust Valve,20+,35.44,48.74
F1457P,BLANK 37 x 5.48 x 135mm,8,34.25,48.95
F1459P,BLANK 32 x 5.48 x 135mm,20+,37.09,51.01
F1484P,"CHEVY S/B. 1.600"" x 11/32"" Exh. Valve",0.0,46.11,68.48
F1487P,"MERCURY. QC4V. Exhaust. 5/16"". 1.600""",0.0,115.34,152.25
F1492-44,BLANK 34 x 6 x 135mm,2,30.7,47.25
F1492P,BLANK 34 x 5.95 x 145mm,20+,33.98,48.9
F1595P,BLANK Exh. 31 x 6.02 x 145mm 25 Degree,2,58.49,80.43
F1596P,BLANK In.. 36 x 6.03 x 145mm 19 Degree,2,58.49,80.43
F1839P,NISSAN.  Inlet. 44 x 8 x 114mm,1,34.3,49.35
F1884P,"S/B Inlet. 2.200""  x  11/32"" x  5.690""",9,33.07,49.1
F1886P,"S/B Exh.. 1.940""  x  11/32"" x  5.880""",10,33.07,49.1
F1942P,BLANK 34 x 6 x 135mm,20+,30.7,47.25
F1943P,BLANK 32 x 5.5 x 135mm,20+,56.42,81.19
F2254P,"CHEVY. S/B. Inlet Valve. 2.100""  11/32""",0.0,33.07,49.1
F2302P,"CHEVY. S/B.Exh. 1.600"" x 5/16"" Valve",0.0,23.75,32.6
F5014,"FORD. 1.450""  x  .310"" Valve",8,16.32,22.44
F5056,"FORD. 1.900""  x  .310"" Inl. Valve.",0.0,16.66,22.9
F6104,"CHEVY. S/B.Exh 1.600"" x 11/32"" Valve.",7,18,24.75
F6116,"CHEVY. S/B.Inl 2.080"" x 11/32"" Valve.",8,18,24.75
F6160,"CHEVY. S/B.Exh 1.600"" x 11/32"" Valve.",0.0,18,24.75
F6263,"CHEVY. S/B.Inl 2.080"" x 11/32"" Valve.",0.0,20.35,28
FC10004,"FERREA.  5.5mm Lash Caps x.216""",0.0,5.51,7.44
FC10008,"FERREA.  6.0mm Lash Caps x.085""",5,5.83,8.66
K10046,FERREA. LS7. 7mm. Super Lock.,14,8.6,12.76
K10062,HARLEY  7mm.  Valve Locks,1,8.88,15.15
K10075,HARLEY V ROD  Valve Locks,20,8.88,15.15
S10054,H.D.  DWD. 1440. 175  350.,16,21.41,29.41
S10085,Honda. CRF-450. Valve  Spring.,20,42.28,63.25
