Part No.,Description,Brand,Classification,Product Group,Category,Stock Available,RRP,Special RRP,Cassons Standard Price,Sell Price,UPC Code
"AF13508+48","AFAM A48 520 ALL YZ+WR 80-98  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","79.95","","48.45","33.92","5414837066132"
"AF1260748","AFAM S48 530 YAM R-6 99&gt;  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","8","79.95","","48.45","33.92","5414837023234"
"AF1710449","AFAM A49 420 KAWASAKI KX80 86-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","9","64.95","","39.36","27.55","5414837052821"
"AF2020612SC","AFAM 12T 520 HONDA CR125 87  #","AFAM","Motorcycle","Parts","MX - Sprockets","1","28.95","14.95","17.30","10.00",""
"AF3580147","AFAM S47 BMW G650 XMOTO  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","66.95","","40.58","28.41",""
"AF1061640","AFAM S40 530 CBR900 + VTR SP1  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","6","72.95","","44.21","30.95","5414837021407"
"AF2240515","AFAM 15T 520 SUZUKI LTR450  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","1","29.95","","18.15","12.71","5414837010098"
"AF16580142","AFAM A42 520 CONV BMW S1000RR  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","119.95","","72.70","50.89","5414837128373"
"AF71304SLK+49","AFAM 49T SLK SLITE STEEL KTM","AFAM","Motorcycle","Parts","MX - Sprockets","20","99.95","84.95","60.58","60.58","5414837144410"
"AF1030450","AFAM S50 520 YAMAHA &gt;&gt;SEE 12323-50  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","8","62.95","","38.15","26.71",""
"AF15206+48R","AFAM A48 520 ALL HUSKYS 90-13 RED  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","3","99.95","","60.58","42.41",""
"AF3680144","AFAM A44 520 CONV.APRILIA RSV/RSV4  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","94.95","","57.55","40.29","5414837055679"
"AF2020614SC","AFAM 14T 520 HONDA CR125 87- S.C. #","AFAM","Motorcycle","Parts","MX - Sprockets","1","35.95","14.95","21.79","10.00",""
"AF2032413","AFAM 13T 520 HONDA CRF250 2018-","AFAM","Motorcycle","Parts","MX - Sprockets","53","29.95","25.95","18.15","18.15","5414837161592"
"AF2032013","AFAM 13T 520 HONDA XR250 96-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","8","29.95","","18.15","12.71","5414837006572"
"AF16580042","AFAM A42 525 BMW S1000RR  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","99.95","","60.58","42.41","5414837128441"
"AF1061943","AFAM S46 530 HONDA VFR800  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","75.95","","46.03","32.22","5414837021551"
"AF30100A14","AFAM 14T 420 KX60 86-KX80 81-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","5","32.95","","19.97","13.98","5414837011989"
"AF1381439","AFAM A39 GSXR / YZF-R 520 CONV  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","13","94.95","","57.55","40.29",""
"AF7210540","AFAM A40 415 KTM  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","5","69.95","","42.39","29.67","5414837152002"
"AF1660645","AFAM S45 520 KAWASAKI  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","66.95","","40.58","28.41","5414837146803"
"AF5060837","AFAM S37 525 DUC (PCD) 748-996  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","53.55","","32.46","22.72",""
"AF16206SLK+48","AFAM 48T SLK SLITE STEEL KAW","AFAM","Motorcycle","Parts","MX - Sprockets","5","99.95","","60.58","60.58","5414837144366"
"AF1640638","AFAM S38T 520 KAWASAKI KFX450  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","7","99.95","","60.58","42.41","5414837115267"
"AF2280215","AFAM 15T 520 CONVERSION GSXR1000  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","34.95","","21.18","14.83","5414837158004"
"AF9263442","AFAM S42 BMW F650/800GS 2009  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","73.45","","44.51","31.16","5414837126683"
"AF8660044","AFAM S44 530 TRIUMPH  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","5","72.95","","44.21","30.95","5414837028505"
"AF12323SLK+47","AFAM 47T SLK SLITE STEEL YAM","AFAM","Motorcycle","Parts","MX - Sprockets","4","99.95","84.95","60.58","60.58","5414837154167"
"AF1350849","AFAM A49 520 ALL YZ+WR 80-98  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","69.95","","42.39","29.67","5414837047445"
"AF1260344","AFAM S44 525 YAMAHA TDM850  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","5","62.95","","38.15","26.71","5414837023111"
"AF11104+53","AFAM A53 420 HONDA CR80/85 [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","6","64.95","","39.36","27.55",""
"AF2290215","AFAM 15T 520 GSXR1000 09-  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","32.95","","19.97","13.98","5414837125785"
"AF2051515","AFAM 15T 525 CBR600  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","39.95","","24.21","16.95","5414837007227"
"AF2020613","AFAM 13T 520 HONDA CR125 87-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","7","21.95","","13.30","9.31","5414837005896"
"AF5160839","AFAM A39 525 DUCATI (PCD2)  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","99.95","","60.58","42.41","5414837057123"
"AF1033738","AFAM S38 520 HONDA CBR250/300  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","51.95","","31.48","22.04","5414837143840"
"AF1061344","AFAM S44 525 CBR600 [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","66.95","","40.58","28.41","5414837021360"
"AF1250545","AFAM S45 520 XT550-600 + XTZ660  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","59.95","","36.33","25.43","5414837022824"
"AF13323+51","AFAM A51 520 TR-1 YAMAHA S/C GREY  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","39","99.95","","60.58","60.58","5414837165951"
"AF2840416","AFAM 16T GSXR600-750 97- 520 CONV  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","39.95","","24.21","16.95","5414837011927"
"AF5060536","AFAM S36 525 DUCATI 996/998 02-  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","6","214.95","","130.23","91.16","5414837027621"
"AF2060218","AFAM 18T 530 HONDA CB1300  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","42.95","","26.03","18.22","5414837007371"
"AF3030014","AFAM 14T 520 KX/KLX/KDX +YZ/WR89-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","21.95","","13.30","9.31","5414837012139"
"AF1460145","AFAM S45 530 SUZ GSX750F  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","72.95","","44.21","30.95","5414837024736"
"AF11212+53","AFAM A53 520 CR/CRF/XR 125-500  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","0","99.95","","60.58","42.41","5414837064565"
"AF1110450SC","AFAM A50 420 HONDA CR80 87_/150 07_ SC","AFAM","Motorcycle","Parts","MX - Sprockets","10","89.95","","54.51","54.51",""
"AF8660040","AFAM S40 530 TRIUMPH  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","79.95","","48.45","33.92","5414837028475"
"AF72304+52SC","AFAM A52 520 KTM 91_+HBERG 00_ SC","AFAM","Motorcycle","Parts","MX - Sprockets","0","99.95","","60.57","60.57","5414837067917"
"AF72304+48SC","AFAM A48 520 KTM 91_+HBERG 00","AFAM","Motorcycle","Parts","MX - Sprockets","1","99.95","84.95","60.57","60.57","5414837067870"
"AF5180137","AFAM A37 525 DUC 1198  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","309.95","","187.84","131.49",""
"AF5161341","AFAM A41T 520 CONV 749/999 ALLOY  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","99.95","","60.57","42.40","5414837057420"
"AF5161337","AFAM A37T 520 CONV 749/999 ALLOY  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","99.95","","60.57","42.40",""
"AF5160842","AFAM A42 525 DUC 916/996 QC - NEEDS PCD2  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","99.95","","60.57","42.40","5414837057154"
"AF5160244","AFAM A44 520 DUCATI 400/600/750/851/900SS  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","99.95","","60.57","42.40","5414837056836"
"AF5061137","AFAM S37 520 DUCATI 748  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","259.95","","157.54","110.28","5414837027829"
"AF5060243","AFAM S43 520 DUCATI 851/900SS/800S/900M  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","69.95","","42.39","29.67","5414837027553"
"AF4910214","AFAM 14T 420 KLX110 / DRZ110  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","2","34.95","","21.18","14.83","5414837012948"
"AF2040715","AFAM 15T 520 CB500R/F/X 13-  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","54.95","","33.30","23.31","5414837006787"
"AF2021114","AFAM 14T 420 CRF150","AFAM","Motorcycle","Parts","MX - Sprockets","3","34.95","29.95","21.18","21.18","5414837128458"
"AF2010815","AFAM 15T 428 HONDA CR80 96_  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","3","29.95","","18.15","12.71","5414837005667"
"AF1760643","AFAM A43 KAWA ZX6/7/9 520 CONV.","AFAM","Motorcycle","Parts","Road - Sprockets","2","109.95","60.95","66.63","42.39","5414837054313"
"AF17206+49SC","AFAM A49 520 KAW KX+KDX+KLX SC","AFAM","Motorcycle","Parts","MX - Sprockets","1","99.95","84.95","60.57","60.57","5414837067405"
"AF16680217","AFAM 17T 520 CONV BMW S1000RR","AFAM","Motorcycle","Parts","Road - Sprockets","5","49.95","30.95","30.27","21.49","5414837165286"
"AF1450643","AFAM S43 525 DR650-SE  #","AFAM","Motorcycle","Parts","MX - Sprockets","1","89.95","43.95","54.51","30.68","5414837024644"
"AF13323+52SC","AFAM A52 520 ALL YZ+WR/F 99_ SC","AFAM","Motorcycle","Parts","MX - Sprockets","1","89.95","76.95","54.51","54.51","5414837065968"
"AF13323+49SC","AFAM A49 520 ALL YZ+WR/F 99_ SC","AFAM","Motorcycle","Parts","MX - Sprockets","1","89.95","76.95","54.51","54.51","5414837065937"
"AF1222454","AFAM S54 428 YAMAHA TT-R 125 REAR SPROCKET #","AFAM","Motorcycle","Parts","MX - Sprockets","3","79.95","33.95","48.45","23.48","5414837022237"
"AF1130438","AFAM A38 520 XL600  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","2","81.95","","49.67","34.77",""
"AFKIT105831","AFAM CHAIN SPROCKET KIT STEEL DUCATI 1200 / 1260 MULTISTRADA 2016-2020","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","5","366.95","313.95","223.59","223.59","5400598248610"
"AFKIT105541","AFAM CHAIN SPROCKET KIT STEEL DUCATI 800 SCRAMBLER MODELS 2015-2021","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","292.95","250.95","178.32","178.32","5400598247224"
"AF01689247","AFAM CHAIN SPROCKET KIT STEEL KAWASAKI NINJA H2 2015-2020","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","361.95","309.95","220.68","220.68","5400598041396"
"AFKIT103442","AFAM CHAIN SPROCKET KIT STEEL KAWASAKI KLR 650 2006-2014","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","5","212.95","181.95","129.59","129.59","5400598242045"
"AF01489245","AFAM CHAIN SPROCKET KIT STEEL SUZUKI GSXR 1000 2017-2023","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","5","334.95","286.95","203.99","203.99","5400598038617"
"AFKIT104371","AFAM CHAIN SPROCKET KIT STEEL SUZUKI GSX-S 950 / 1000 MODELS 2015-2025","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","321.95","274.95","195.93","195.93","5400598244469"
"AFKIT102961","AFAM CHAIN SPROCKET KIT STEEL SUZUKI DR-Z 400 E 2000-2007","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","5","212.95","181.95","129.45","129.45","5400598241123"
"AFKIT103771","AFAM CHAIN SPROCKET KIT STEEL YAMAHA YZF-R 3 2015-2024","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","1","205.95","175.95","125.47","125.47","5400598243097"
"AFKIT107731","AFAM CHAIN SPROCKET KIT STEEL KTM 390 RC 2014-2021","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","2","229.95","195.95","139.64","139.64","5400598254925"
"AF01670250","AFAM CHAIN SPROCKET KIT STEEL KAWASAKI ZX6-R 2019-2021","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","243.95","208.95","148.76","148.76","5400598195310"
"AFKIT103421","AFAM CHAIN SPROCKET KIT STEEL KAWASAKI NINJA 400 2018-2023","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","0","200.95","171.95","122.26","122.26","5400598242007"
"AFKIT109761","AFAM CHAIN SPROCKET KIT STEEL YAMAHA XTZ 700 TENERE 2019-2025","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","289.95","247.95","176.66","176.66","5400598265518"
"AF01089248","AFAM CHAIN SPROCKET KIT STEEL HONDA CBR 1000 RR-R SP Fireblade 2022-2023","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","3","358.95","306.95","218.57","218.57","5400598230950"
"AF16489551","AFAM CHAIN SPROCKET KIT STEEL BMW S 1000 XR 2015-2019","AFAM","Motorcycle","Parts","Chain & Sprocket Kit","0","379.95","","231.77","231.77","5400598055959"
"AF6180017","AFAM 17T 525 KTM 950/990  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","49.95","","30.27","21.19","5414837014317"
"AF12323SLK+51","AFAM 51T SLK SLITE STEEL YAM","AFAM","Motorcycle","Parts","MX - Sprockets","0","99.95","","60.58","60.58","5414837143857"
"AF2160316","AFAM 16T R-6 99-06 520 CONV  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","33.95","","20.58","14.41","5414837009023"
"AF2010814","AFAM 14T 428 CONV HONDA CR80/85  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","3","19.95","","12.65","8.86","5414837005650"
"AF1250240","AFAM S40 520 YAM BANSHEE + RAPTOR #","AFAM","Motorcycle","Parts","MX - Sprockets","6","69.95","26.95","42.39","18.28","5414837022725"
"AF2051715","AFAM 15T 520 HONDA XR650R 00-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","33.95","","20.58","14.41","5414837007296"
"AF7210146","AFAM A46 420 KTM 60-65 SX 99-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","3","99.95","","60.58","42.41","5414837067665"
"AF15203+49BK","AFAM A49 520 PR-1 S/C BLACK  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","5","99.95","","60.58","42.41","5414837090229"
"AF1710747","AFAM A47 420 KAWASAKI KX65 00-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","9","64.95","","39.36","27.55","5414837052999"
"AF11212+51R","AFAM A51 520 PR-1 HONDA S/C RED  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","6","99.95","","60.58","42.41",""
"AF1161845","AFAM A45 CBR+SP1 01 520 CONV.  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","6","94.95","","57.55","40.29","5414837044147"
"AF1280146","AFAM S46 530 YAM FZS/FZR/YZF  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","81.95","","49.67","34.77","5414837023326"
"AF2131214","AFAM 14T 520 YAM YFM 250R  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","1","34.95","","21.18","14.83","5414837116318"
"AF2430513","AFAM 13T 520 KX250F 06-","AFAM","Motorcycle","Parts","MX - Sprockets","42","29.95","25.95","18.15","18.15","5414837117117"
"AF14203SLK+49","AFAM 49T SLK SLITE STEEL SUZ","AFAM","Motorcycle","Parts","MX - Sprockets","13","99.95","84.95","60.58","60.58","5414837144328"
"AF1161847","AFAM A47 CBR+SP1 01 520 CONV.  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","118.95","","72.33","50.63","5414837044161"
"AF1660339","AFAM S39 530 GSXR/TL/HBUSA  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","9","60.95","","36.94","25.86","5414837025764"
"AF9283643","AFAM S43 525 MV AUGUSTA  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","89.95","","54.66","38.26",""
"AF1420349","AFAM S49 520 ALL RM+RMX+DRZ+DR  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","6","57.95","","35.12","24.58","5414837023951"
"AF11111+56","AFAM A56 428 CONV CRF150R  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","1","64.95","","39.36","27.55","5414837064459"
"AF1280147","AFAM S47 530 YAM FZS/FZR/YZF  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","6","101.95","","61.65","43.16","5414837023333"
"AF13323+53","AFAM A53 520 PR-1 YAMAHA S/C GREY  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","3","99.95","","60.58","42.41","5414837165975"
"AF9530041","AFAM S41 520 GAS GAS QUAD 300/400  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","2","29.00","","13.18","9.23","5414837029564"
"AF2450714","AFAM 14T Ninja ZX 6 R F1F2F3 520 CONV  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","37.95","","23.00","16.10","5414837011026"
"AF12323SLK+50","AFAM 50T SLK SLITE STEEL YAM","AFAM","Motorcycle","Parts","MX - Sprockets","53","99.95","84.95","60.58","60.58","5414837154181"
"AF2280016","AFAM 16T 532 GSXR1100 86&gt;  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","5","33.95","","20.58","14.41","5414837010425"
"AF1280138","AFAM S38 530 YAM FZS/FZR/YZF  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","72.95","","44.42","31.09","5414837023265"
"AF11212+52","AFAM A52 520 CR/CRF/XR 125-500 #","AFAM","Motorcycle","Parts","MX - Sprockets","26","99.95","62.95","60.58","43.81","5414837164558"
"AF1260639","AFAM S39 525 YAM TRX850 96&gt;  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","53.95","","32.70","22.89","5414837023197"
"AF6180016","AFAM 16T 525 KTM 950/990  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","49.95","","30.27","21.19","5414837014300"
"AF1710044","AFAM A44 420 KAWASAKI KX60 86-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","8","69.95","","42.39","29.67","5414837052678"
"AF2290216","AFAM 16T 520 GSXR1000 09-  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","41.95","","25.20","17.64","5414837125792"
"AF11212+50R","AFAM A50 520 PR-1 HONDA S/C RED  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","99.95","","60.58","42.41","5414837090434"
"AF1161844","AFAM A44 CBR+SP1 01 520 CONV.  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","4","94.95","","57.55","40.29","5414837044130"
"AF5060836","AFAM S36 525 DUC (PCD) 748-996  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","51.45","","31.17","21.82",""
"AF8650042","AFAM S42 525 TRIUMPH  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","66.95","","40.58","28.41",""
"AF1381440","AFAM A40 GSXR / YZF-R 520 CONV  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","5","94.95","","57.55","40.29","5414837048855"
"AF1030449","AFAM S49 520 YAMAHA &gt;&gt;SEE 12323-49  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","16","59.95","","36.33","25.43",""
"AF1440445","AFAM S45 525 SUZUKI SV650  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","66.95","","40.58","28.41","5414837024392"
"AF9331449","AFAM A49 520 TM MOST MODELS  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","2","99.95","","60.58","42.41","5414837059974"
"AF2151114","AFAM 14T 520 YAMAHA R-6  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","29.95","","18.15","12.71","5414837008873"
"AF15104+52","AFAM A52 428 RM80 89-YZ80 92-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","5","69.95","","42.39","42.39","5414837066453"
"AF8660043","AFAM S43 530 TRIUMPH  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","5","69.95","","42.39","29.67","5414837028499"
"AF1281544","AFAM S44 525 YAM/SUZ  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","72.95","","44.21","30.95","5414837023524"
"AF1670145","AFAM S45 530 ZZR11 90&gt;+ZRX11  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","2","74.95","","45.42","31.79","5414837026181"
"AF1420347","AFAM S47 520 ALL RM+RMX+DRZ+DR  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","17","55.95","","33.91","23.74","5414837023937"
"AF1161044","AFAM A44 520 SPROCKET  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","94.95","","57.55","40.29",""
"AF4340013","AFAM 13T 520 SHERCO 4T 450+","AFAM","Motorcycle","Parts","MX - Sprockets","13","29.95","25.95","18.15","18.15","5414837012498"
"AF2120313","AFAM 13T 520 YZ125 87- / DT200 90-  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","2","29.95","","18.15","12.71","5414837008095"
"AF8880017","AFAM 17T 530 TRIUMPH MOST  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","3","34.95","","21.18","14.83","5414837015055"
"AF17206+47","AFAM A47 520 KAW KX+KDX+KLX #","AFAM","Motorcycle","Parts","MX - Sprockets","1","75.00","47.95","45.45","33.10","5414837172321"
"AF1660540","AFAM S40 525 ZX6 95-97+ZR750  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","8","55.95","","33.91","23.74","5414837025931"
"AF15206+50","AFAM A50 520 ALL HUSKYS 90-13  ##","AFAM","Motorcycle","Parts","MX - Sprockets","20","99.95","","60.58","60.58","5414837166804"
"AF2450814","AFAM 14T 525 KAW ZX6 98-  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","37.95","","23.00","16.10","5414837011040"
"AF2430215","AFAM 15T 520 HUSKY 2 STROKE92-00  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","12","29.95","","18.15","12.71","5414837010630"
"AF9320946","AFAM A46 520 VOR ALL  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","4","79.95","","48.45","33.92",""
"AF1260642","AFAM S42 525 YAM TDM900  [ONC01] #","AFAM","Motorcycle","Parts","Road - Sprockets","1","59.95","","36.33","25.43","5414837023203"
"AF1620450","AFAM S50 520 KAWASAKI KX+KDX+KLX  [ONC01] #","AFAM","Motorcycle","Parts","MX - Sprockets","11","60.95","","36.94","25.86","5414837025221"
